1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.896666666666667,11
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
1.9044,10
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.518466666666667,4
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.5518,1
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
2.6131333333333333,0
